CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD;coche;tren;andando;bici;preferente?
Madrid-Sur;28042048;IES;JOAQUIN ARAUJO;Calle De La Fuente, 36 ;Fuenlabrada;-;28944;916000315;917031884;ies.joaquinaraujo.fuenlabrada@educa.madrid.org;joaquina@centros5.pntic.mec.es;Público;;;;;
Madrid-Capital;28037041;IES;JOAQUÍN RODRIGO;Calle De Casalarreina, 28 ;Madrid;Vicálvaro;28032;917762262;917762393;ies.joaquinrodrigo.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28018903;IES;JOAQUÍN TURINA;Calle De Guzmán El Bueno, 92 ;Madrid;Chamberí;28003;915539625;915336253;ies.joaquinturina.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28001678;IES;JORGE MANRIQUE;Calle Del Mar Adriático, 2 ;Tres Cantos;-;28760;918040964;918046515;ies.jorgemanrique.trescantos@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28074050;IES;JOSE LUIS LOPEZ ARANGUREN;Calle De Colombia, 28-30 ;Fuenlabrada;-;28945;916976614;911911223;ies.lopezaranguren.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28035317;IES;JOSE LUIS SAMPEDRO;Avenida De La Vega, S/n ;Tres Cantos;-;28760;918031142;918034126;ies.sampedro.trescantos@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28080025;IES;JOSE PEDRO PEREZ LLORCA;Calle Planeta Mercurio, S/n ;Parla;-;28983;914127381;-;ies.josepedroperezllorca.parla@educa.madrid.org;-;Público;;;;;no
Madrid-Este;28058627;IES;JOSE SARAMAGO;Camino De Valdearganda, 8 ;Arganda del Rey;-;28500;918757890;918712127;ies.josesaramago.arganda@educa.madrid.org;-;Público;;;;;
Madrid-Este;28079400;IES;JUAN BAUTISTA MONEGRO;Avenida Salvador Dalí, 7 ;Torrejón de Ardoz;-;28850;912723413;-;ies.juanbautistamonegro.torrejondeardoz@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28002181;IES;JUAN CARLOS I;Calle De San Francisco, S/n ;Ciempozuelos;-;28350;918930158;918933080;ies.juancarlosprimero.ciempozuelos@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28020910;IES;JUAN DE LA CIERVA;Calle De La Caoba, 1 ;Madrid;Arganzuela;28005;915064610;914670167;ies.juandelacierva.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28043028;IES;JUAN DE MAIRENA;Pasaje La Viña, 3 ;San Sebastián de los Reyes;-;28701;916518199;-;ies.juandemairena.sansebastian@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28035330;IES;JUAN DE VILLANUEVA;Calle Del Camino Viejo De Villaverde, 28 ;Madrid;Usera;28041;913416343;913417819;ies.juandevillanuev.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28074670;IES;JUAN GRIS;Avenida De La O.n.u., 85-87 ;Móstoles;-;28936;916460176;916465994;ies.juangris.mostoles@educa.madrid.org;-;Público;;;;;no
Madrid-Capital;28076371;IES;JUAN RAMON JIMÉNEZ;Calle De La Estefanita, 15 ;Madrid;Villaverde;28021;912761508;-;ies.juanramonjimenez.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28041433;IES;JUANA DE CASTILLA;Calle De Valdebernardo, 3 ;Madrid;Moratalaz;28030;917726666;913710669;ies.juanadecastilla.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28039797;IES;JULIO CARO BAROJA;Calle De La Habana, 2 ;Fuenlabrada;-;28945;916060313;916159910;ies.carobaroja.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28040799;IES;JULIO PALACIOS;Avenida Del Moscatelar, 19 ;San Sebastián de los Reyes;-;28703;916524999;916520194;ies.juliopalacios.sansebastian@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28028453;IES;LA ESTRELLA;Calle De La Estrella Polar, 10 ;Madrid;Retiro;28007;914095211;914097680;ies.laestrella.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28041482;IES;LA LAGUNA;Camino Del Salmoral, S/n ;Parla;-;28981;916051520;916051862;ies.lalaguna.parla@educa.madrid.org;-;Público;;;;;no
Madrid-Este;28036981;IES;LA POVEDA;Calle Monte Potrero, S/n ;Arganda del Rey;-;28500;918715312;918704123;ies.lapoveda.arganda@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28038860;IES;LA SERNA;Calle De Zaragoza, 8 ;Fuenlabrada;-;28941;916062508;916974533;ies.laserna.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28057180;IES;LAS AMERICAS;Calle Felipe Ii, 13 ;Parla;-;28982;916986908;916981923;ies.lasamericas.parla@educa.madrid.org;-;Público;;;;;no
Madrid-Este;28041494;IES;LAS LAGUNAS;Avenida De Gabriel García Márquez, S/n ;Rivas-Vaciamadrid;-;28523;916660003;916669082;ies.laslagunas.rivas@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28030976;IES;LAS MUSAS;Calle De Carlos Ii, S/n ;Madrid;San Blas-Canillejas;28022;913065946;913240028;ies.lasmusas.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28025026;IES;LAS VEREDILLAS;Calle Lisboa, 53 ;Torrejón de Ardoz;-;28850;916753049;916753198;ies.lasveredillas.torrejondeardoz@educa.madrid.org;-;Público;;;;;
Madrid-Este;28060373;IES;LAZARO CARRETER;Calle Pio Baroja, 7 ;Alcalá de Henares;-;28806;918770290;918833019;ies.lazarocarreter.alcala@educa.madrid.org;-;Público;;;;;
Madrid-Este;28030228;IES;LEON FELIPE;Calle San Fernando, S/n ;Torrejón de Ardoz;-;28850;916768112;916765566;ies.leonfelipe.torrejondeardoz@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28019889;IES;LOPE DE VEGA;Calle De San Bernardo, 70 ;Madrid;Centro;28015;915321362;915320248;ies.lopedevega.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28045025;IES;LOS OLIVOS;Calle De Joan Miró, 1 ;Mejorada del Campo;-;28840;916794920;916681156;ies.losolivos.mejorada@educa.madrid.org;info@ieslosolivosmejorada.es;Público;;;;;
Madrid-Sur;28039992;IES;LOS ROSALES;Calle Tulipán, 4 ;Móstoles;-;28933;916146212;-;ies.losrosales.mostoles@educa.madrid.org;-;Público;;;;;no
Madrid-Este;28040027;IES;LUIS DE GONGORA;Calle Río, S/n ;Torrejón de Ardoz;-;28850;916487638;916568738;ies.gongora.torrejondeardoz@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28064044;IES;LUIS GARCIA BERLANGA;Camino De Chozas, S/n ;Guadalix de la Sierra;-;28794;918470636;-;ies.luisgarciaberlanga.guadalix@educa.madrid.org;-;Público;;;;;
Madrid-Este;28044318;IES;LUIS GARCIA BERLANGA;Calle De La Virgen Del Mar, S/n ;Coslada;-;28821;916695610;916735613;ies.garciaberlanga.coslada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28045840;IES;MADRID-SUR;Avenida Del Parque De Palomeras Bajas, S/n ;Madrid;Puente de Vallecas;28018;917850181;917860146;ies.madridsur.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28062023;IES;MAESTRO MATIAS BRAVO;Avenida Del Mar Egeo, S/n ;Valdemoro;-;28341;918018044;918087061;ies.maestromatiasbravo.valdemoro@educa.madrid.org;-;Público;;;;;no
Madrid-Capital;28077889;IES;MALALA YOUSAFZAI;Calle De La Sierra De Atapuerca, 5 ;Madrid;Fuencarral-El Pardo;28050;916533100;-;ies.malalayousafzai.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28028568;IES;MANUEL DE FALLA;Avenida Olímpica, 16 ;Móstoles;-;28935;916171074;916183941;ies.manueldefalla.mostoles@educa.madrid.org;-;Público;;;;;no
Madrid-Este;28045037;IES;MANUEL DE FALLA;Avenida De Manuel Azaña, 32 ;Coslada;-;28822;916691182;916691492;ies.manueldefalla.coslada@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28038902;IES;MANUEL ELKIN PATARROYO;Camino De La Cantueña, S/n ;Parla;-;28982;916986111;916054219;ies.manuelelkinpatarroyo.parla@educa.madrid.org;-;Público;;;;;no
Madrid-Capital;28073859;IES;MANUEL FRAGA IRIBARNE;Avenida De Niceto Alcalá Zamora, 54 ;Madrid;Hortaleza;28050;912761503;912749994;ies.manuelfragairibarne.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28033552;IES;MANUELA MALASAÑA;Calle Del Desarrollo, 50 ;Móstoles;-;28938;916453978;916470059;ies.malasana.mostoles@educa.madrid.org;-;Público;;;;;no
Madrid-Este;28046285;IES;MARCELA DE ULLOA;Calle Madrid, 25 ;Colmenar de Oreja;-;28380;918089298;918089208;ies.marceladeulloa.colmenardeorejaa@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28038801;IES;MARIA DE MOLINA;Calle De Mirabel, 22 ;Madrid;Latina;28044;917054289;917054611;ies.mariademolina.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28080967;IES;MARIA GOYRI GOYRI;Calle De Los Ganados Del Salobral, 5 ;Madrid;Villaverde;28021;919138754;-;ies.mariagoyrigoyri.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28028350;IES;MARIA MOLINER;Avenida De España, 115 ;Coslada;-;28822;916710784;916723611;ies.mariamoliner.coslada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28077269;IES;MARIA RODRIGO;Calle Talamanca Del Jarama, 2 ;Madrid;Villa de Vallecas;28051;912761532;-;ies.mariarodrigo.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28030952;IES;MARIANA PINEDA;Calle Del Alcalde Garrido Juaristi, 8 ;Madrid;Moratalaz;28030;914302111;911911202;ies.marianapineda.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28028431;IES;MARIANO JOSE DE LARRA;Calle De Camarena, 181 ;Madrid;Latina;28047;917192105;-;ies.larra.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28076381;IES;MARIE CURIE;Calle Tomillo, 3 ;Loeches;-;28890;916741413;916741814;ies.mariecurie.loeches@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28002312;IES;MARQUES DE SANTILLANA;Calle De La Isla Del Rey, 5 ;Colmenar Viejo;-;28770;918452114;918463313;ies.marquesdesantil.colmenarviejo@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28039840;IES;MARQUES DE SUANZES;Avenida Del Veinticinco De Septiembre, 3 ;Madrid;San Blas-Canillejas;28027;917414653;913200619;ies.marquesdesuanzes.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28030903;IES;MATEO ALEMAN;Avenida Del Ejército, 89 ;Alcalá de Henares;-;28802;918882431;918889710;ies.mateoaleman.alcala@educa.madrid.org;-;Público;;;;;
Madrid-Este;28002580;IES;MIGUEL CATALÁN;Avenida De José Gárate, S/n ;Coslada;-;28823;916727142;916727111;ies.miguelcatalan.coslada@educa.madrid.org;-;Público;;;;;
Madrid-Este;28060385;IES;MIGUEL DE CERVANTES;Avenida Del Conde De Coruña, 31 ;Daganzo de Arriba;-;28814;918841825;918841830;ies.migueldecervantes.daganzo@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28030162;IES;MIGUEL DELIBES;Calle De Villaescusa, 17 ;Madrid;Ciudad Lineal;28017;917541070;-;ies.delibes.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28041445;IES;MIGUEL DELIBES;Avenida De Juan Gris, 44 ;Mejorada del Campo;-;28840;916680143;-;ies.delibes.mejorada@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28042097;IES;MIGUEL HERNÁNDEZ;Avenida De Carlos V, 1 ;Móstoles;-;28936;916468193;916466051;ies.miguelhernandez.mostoles@educa.madrid.org;-;Público;;;;;no
Madrid-Capital;28038355;IES;MIRASIERRA;Calle De La Portera Del Cura, 4 ;Madrid;Fuencarral-El Pardo;28034;917346532;913720171;ies.mirasierra.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28077491;IES;MONTSERRAT CABALLE;Calle De Eslovaquia, 2 ;Tres Cantos;-;28760;918572564;917031644;ies.montserratcaballe.trescantos@educa.madrid.org;-;Público;;;;;
Madrid-Este;28083181;IES;Nº 6 RIVAS-VACIAMADRID;Calle Manuel Azaña, 94 ;Rivas-Vaciamadrid;-;28521;-;-;-;-;Público;;;;;
Madrid-Sur;28038446;IES;NARCIS MONTURIOL;Calle Leganés, 38 ;Parla;-;28981;916982811;916981510;ies.narcismonturiol.parla@educa.madrid.org;-;Público;;;;;no
Madrid-Sur;28074062;IES;NEIL ARMSTRONG;Ronda San Sebastian, 10 ;Valdemoro;-;28341;918019061;918019537;ies.neilarmstrong.valdemoro@educa.madrid.org;-;Público;;;;;no
Madrid-Capital;28020806;IES;NUESTRA SEÑORA DE LA ALMUDENA;Plaza De La Remonta, 17 ;Madrid;Tetuán;28039;915712857;-;ies.almudena.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28058603;IES;NUMANCIA;Calle De Las Marismas, 14 ;Madrid;Puente de Vallecas;28038;915015001;915014989;ies.numancia.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28018381;IES;ORTEGA Y GASSET;Calle Santa Fe, 4 ;Madrid;Moncloa-Aravaca;28008;915476635;915413941;ies.ortegaygasset.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28041500;IES;PALAS ATENEA;Calle Arrope, S/n ;Torrejón de Ardoz;-;28850;916772915;916774898;ies.palasatenea.torrejondeardoz@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28021549;IES;PALOMERAS VALLECAS;Calle De Mercator, 4 ;Madrid;Puente de Vallecas;28031;913314503;913325458;ies.palomerasvallecas.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28020727;IES;PARQUE ALUCHE;Calle De Maqueda, 86 ;Madrid;Latina;28024;917182610;917182498;ies.parquealuche.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28074244;IES;PEDRO SALINAS;Calle Del General Marvá, 24-26 ;Madrid;Usera;28026;915699236;915699235;ies.pedrosalinas.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28042103;IES;PINTOR ANTONIO LOPEZ;Calle Del Orégano, 1 ;Tres Cantos;-;28760;918039102;918030328;ies.antoniolopez.trescantos@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28020715;IES;PIO BAROJA;Calle De Tolosa, 2 ;Madrid;Usera;28041;913412613;-;ies.piobaroja.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28037053;IES;PRADOLONGO;Calle Del Albardín, 6 ;Madrid;Usera;28026;914699013;915650391;ies.pradolongo.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28047411;IES;PRINCIPE FELIPE;Calle De Finisterre, 60 ;Madrid;Fuencarral-El Pardo;28029;913146312;913159895;ies.principefelipe.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28050732;IES;PROFESOR JULIO PEREZ;Avenida De Levante, 141 ;Rivas-Vaciamadrid;-;28521;916704112;916704113;ies.profesorjulioperez.rivas@educa.madrid.org;-;Público;;;;;
Madrid-Este;28038151;IES;RAFAEL ALBERTI;Calle De La Virgen De La Cabeza, 29 ;Coslada;-;28821;916691944;916693203;ies.alberti.coslada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28028672;IES;RAMIRO DE MAEZTU;Calle De Serrano, 127 ;Madrid;Chamartín;28006;915617838;914110865;ies.ramirodemaeztu.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28030150;IES;RAMON Y CAJAL;Avenida De Manoteras, 55 ;Madrid;Hortaleza;28050;917660911;-;ies.ramonycajal.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28057271;IES;RENACIMIENTO;Calle De Castellflorite, 4 ;Madrid;Carabanchel;28019;914615211;915256849;ies.renacimiento.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28037065;IES;REY FERNANDO VI;Avenida De Irún, S/n ;San Fernando de Henares;-;28830;916730241;916741584;ies.reyfernando.sanfernando@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28020624;IES;REY PASTOR;Calle Del Corregidor José De Pasamonte, 17 ;Madrid;Moratalaz;28030;914392661;914371764;ies.reypastor.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28042981;IES;ROSA CHACEL;Calle De Las Huertas, 68 ;Colmenar Viejo;-;28770;918464801;918463646;ies.rosachacel.colmenarviejo@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28039803;IES;SALVADOR ALLENDE;Calle De Andalucía, 12 ;Fuenlabrada;-;28941;916977213;916098879;ies.salvadorallende.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28039876;IES;SALVADOR DALÍ;Calle De Verdaguer Y García, 2 ;Madrid;Ciudad Lineal;28027;914049490;913264503;ies.salvadordali.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28046339;IES;SAN AGUSTIN DE GUADALIX;Avenida De Félix Rodríguez De La Fuente, S/n ;San Agustín del Guadalix;-;28750;918419346;918419927;ies.sanagustin.sanagustin@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28020570;IES;SAN BLAS;Calle De Arcos De Jalón, 120 ;Madrid;San Blas-Canillejas;28037;913061148;913240029;ies.sanblas.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28018472;IES;SAN CRISTOBAL DE LOS ANGELES;Plaza De Los Pinazo, 7 ;Madrid;Villaverde;28021;917972584;915053607;ies.sancristobal.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28019351;IES;SAN FERNANDO;Carretera De Colmenar Viejo, K13.5 ;Madrid;Fuencarral-El Pardo;28049;917342700;-;ies.sanfernando.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28034441;IES;SAN ISIDORO DE SEVILLA;Plaza Del Marqués De Comillas, 1 ;Madrid;Chamberí;28040;915330607;915330337;ies.sanisidoro.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28020946;IES;SAN ISIDRO;Calle De Toledo, 39 ;Madrid;Centro;28005;913651271;913656833;ies.sanisidro.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28028465;IES;SAN JUAN BAUTISTA;Calle De San Nemesio, 1 ;Madrid;Ciudad Lineal;28043;914137961;914166908;ies.sanjuanbautista.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28042644;IES;SANTA EUGENIA;Calle Cerro Almodóvar, 5 ;Madrid;Villa de Vallecas;28031;913311623;913322107;ies.santaeugenia.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28018344;IES;SANTA TERESA DE JESUS;Calle Del Fomento, 9 ;Madrid;Centro;28013;915415996;915418034;ies.santateresa.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28018356;IES;SANTAMARCA;Calle De Puerto Rico, 34 ;Madrid;Chamartín;28016;913505122;913450683;ies.santamarca.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28062011;IES;SANTIAGO RUSIÑOL;Calle Alhambra De Granada ;Aranjuez;-;28300;918090245;918754642;ies.santiagorusinol.aranjuez@educa.madrid.org;-;Público;;;;;
Madrid-Este;28045773;IES;SENDA GALIANA;Calle Palmeras, 10 ;Torres de la Alameda;-;28813;918858820;918858436;ies.sendagaliana.torres@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28038847;IES;SEVERO OCHOA;Calle De Francisco Chico Mendes, 3 ;Alcobendas;-;28108;916620443;916612579;ies.severoochoa.alcobendas@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28057751;IES;SIERRA DE GUADARRAMA;Avenida Soto, 1 ;Soto del Real;-;28791;918479299;918477010;ies.sierradeguadarrama.soto@educa.madrid.org;-;Público;;;;;
Madrid-Este;28077890;IES;SIMONE VEIL;Parcela Eq-01 Sector 4 De Miramadrid ;Paracuellos de Jarama;-;28860;912760178;-;ies.simoneveil.paracuellos@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28075509;IES;SOR JUANA DE LA CRUZ;Calle Los Almendros, S/n ;Cubas de la Sagra;-;28978;912761412;-;ies.sorjuanadelacruz.cubasdelasagra@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28019464;IES;TIRSO DE MOLINA;Avenida De La Albufera, 144 ;Madrid;Puente de Vallecas;28038;913033173;913801252;ies.tirsodemolina.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28080050;IES;TORCUATO FERNANDEZ MIRANDA;Avenida De Francia, 163 ;Arroyomolinos;-;28939;649551396;-;ies.torcuatofdezmiranda.arroyomolinos@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28015756;IES;VALDEBERNARDO;Bulevar De Indalecio Prieto, 1 ;Madrid;Vicálvaro;28032;913016099;-;ies.valdebernardo.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28042681;IES;VALLE INCLAN;Calle Juncal, 14 ;Torrejón de Ardoz;-;28850;916773057;916774289;ies.valleinclan.torrejondeardoz@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28020648;IES;VALLECAS I;Avenida De La Albufera, 78 ;Madrid;Puente de Vallecas;28038;914773809;914770873;ies.vallecasuno.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28030964;IES;VALLECAS-MAGERIT;Calle De Antonio Folgueras, 27 ;Madrid;Puente de Vallecas;28018;914780023;914781320;ies.magerit.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28024290;IES;VEGA DEL JARAMA;Avenida De Irún, 18 ;San Fernando de Henares;-;28830;916711104;916693092;ies.vegadeljarama.sanfernando@educa.madrid.org;-;Público;;;;;
Madrid-Este;28046297;IES;VEGA DEL TAJUÑA;Calle Doctor Sánchez Pérez, 1 ;Morata de Tajuña;-;28530;918730777;918730917;ies.vegadeltajuna.morata@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28038896;IES;VELAZQUEZ;Calle Del Pintor Velázquez, 25 ;Móstoles;-;28935;916170563;916175923;ies.velazquez.mostoles@educa.madrid.org;-;Público;;;;;no
Madrid-Sur;28026031;IES;VICENTE ALEIXANDRE;Calle Asturias, 20 ;Pinto;-;28320;916910012;916922864;ies.vicentealeixand.pinto@educa.madrid.org;-;Público;;;;;no
Madrid-Este;28037077;IES;VICTORIA KENT;Calle Plata, 85 ;Torrejón de Ardoz;-;28850;916560079;916773835;ies.victoriakent.torrejondeardoz@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28042991;IES;VICTORIA KENT;Camino Polvoranca, S/n ;Fuenlabrada;-;28942;916084625;916490013;ies.victoriakent.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28038926;IES;VILLA DE VALDEMORO;Calle Herencia, S/n ;Valdemoro;-;28341;918018490;918953396;ies.villadevaldemoro.valdemoro@educa.madrid.org;-;Público;;;;;no
Madrid-Capital;28040751;IES;VILLA DE VALLECAS;Calle De Villarino De Los Aires, 14 ;Madrid;Villa de Vallecas;28031;917774715;913802465;ies.villadevallecas.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28039891;IES;VILLABLANCA;Calle De Villablanca, 79 ;Madrid;Vicálvaro;28032;917752214;917766577;ies.villablanca.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28045049;IES;VILLAREJO DE SALVANÉS;Avenida De Santa Elena, S/n ;Villarejo de Salvanés;-;28590;918744960;918742210;ies.villarejo@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28021008;IES;VISTA ALEGRE;Calle Del General Ricardos, 177 ;Madrid;Carabanchel;28025;914628600;915258200;ies.vistaalegre.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28063799;CP INF-PRI-SEC;ADOLFO SUAREZ;Calle De La Infanta Catalina Micaela, 31 ;Madrid;Hortaleza;28050;917502058;917189274;cp.adolfosuarez.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28004990;CP INF-PRI-SEC;ALBERTO ALCOCER;Avenida Canillejas-vicalvaro, 56 ;Madrid;San Blas-Canillejas;28022;913202609;913200446;cp.albertoalcocer.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28077865;CP INF-PRI-SEC;ALFREDO DI STEFANO;Calle De Félix Candela, 4 ;Madrid;Hortaleza;28055;660906527;912723215;cp.alfredodistefano.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Este;28077208;CP INF-PRI-SEC;ANDREA CASAMAYOR;Avenida Valdediego C/v C/. Quevedo ;Paracuellos de Jarama;-;28860;917653712;-;cp.andreacasamayor.paracuellos@educa.madrid.org;-;Público;;;;;
Madrid-Este;28002671;CP INF-PRI-SEC;ANGEL BERZAL FERNANDEZ;Camino Del Fresno De Torote, S/n ;Daganzo de Arriba;-;28814;918841258;-;cp.angelberzalfern.daganzo@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28069212;CP INF-PRI-SEC;ANGEL GONZALEZ;Calle Humanes De Madrid, 12 ;Leganés;-;28914;916485884;916486532;cp.angelgonzalez.leganes@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28077877;CP INF-PRI-SEC;ANGEL NIETO;Avenida De Las Suertes Esquina C/ Arte Expresionista, S/n ;Madrid;Villa de Vallecas;28051;912723449;-;cp.angelnieto.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28057040;CP INF-PRI-SEC;ANTON SEVILLANO;Calle Ruiseñor, 1-3 ;Sevilla la Nueva;-;28609;918124093;918124064;cp.antonsevillano.sevilla@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28039359;CP INF-PRI-SEC;ANTONIO MACHADO;Calle De Miguel De Cervantes, 7 ;Colmenar Viejo;-;28770;918455004;-;cp.machado.colmenarviejo@educa.madrid.org;-;Público;;;;;
Madrid-Norte;28031521;CP INF-PRI-SEC;ANTONIO MACHADO;Avenida De Valencia, 5 ;San Sebastián de los Reyes;-;28702;916534935;-;cp.machado.sansebastian@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28030381;CP INF-PRI-SEC;ANTONIO MACHADO;Avenida De La Reina Sofía, 42 ;Leganés;-;28919;916881997;-;cp.machado.leganes@educa.madrid.org;-;Público;;;;;
Madrid-Sur;28037582;CP INF-PRI-SEC;ARCIPRESTE DE HITA;Avenida De España, 26 ;Fuenlabrada;-;28941;916973014;916098694;cp.arciprestedehita.fuenlabrada@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28021124;CP INF-PRI-SEC;ARQUITECTO GAUDI;Calle De Rosa Jardón, 10 ;Madrid;Chamartín;28016;913506564;913506564;cp.arquitectogaudi.madrid@educa.madrid.org;cp.arquitectogaudi.madrid@educa.madrid.org;Público;;;;;
Madrid-Norte;28060233;CP INF-PRI-SEC;BACHILLER ALONSO LOPEZ;Calle Francisco Largo Caballero, S/n ;Alcobendas;-;28100;916618157;916612505;cp.bachilleralonsolopez.alcobendas@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28075777;CP INF-PRI-SEC;BLAS DE LEZO;Calle De Fromista, 27 ;Madrid;Fuencarral-El Pardo;28050;912761564;917031658;cp.blasdelezo.madrid@educa.madrid.org;-;Público;;;;;
Madrid-Capital;28037201;CP INF-PRI-SEC;CALDERON DE LA BARCA;Calle De Calderón, 2 ;Madrid;Barajas;28042;917472465;917473130;cp.calderondelabarca.madrid@educa.madrid.org;-;Público;;;;;
